CASEID,v728,v729,v730,v731,v732,v733,v734,v735,v736,v737,v738,v739,v740,v872,v873,v874,v875,v876,v877,v878,v879,v880,v881,v882,v883,v884,v885,v886,v887,v888,v889,v890,v891,v892,v893,v894,v895,v896,v897,v898,v899,v900,v901,v902,v903,v904,v905,v906,v907,v908,v909,v910,v911,v912,v913,v914,v915,v916,v917,v918,v919,v920,v921,v922,v922a,v923,v924,v925,v926,v927,v928,v929,v930,v931,v932,v933,v934,v934a,v935,v936,v937,v938,v939,v940,v941,v942,v943,v944,v945,v946,v946a,v947,v948,v949,v950,v951,v952,v953,v954,v955,v956,v957,v958,v959,v959a,v960,v961,v962,v963,v964,v965,v966,v967,v968,v968a,v969,v970,v971,v972,v973,v974,v975,v976,v977,v978,v979,v979a,v980,v981,v982,v983,v984,v985,v986,v987,v988,v989,v990,v991a,v991b,v991c,v992,v993,v994,v995,v996,v997,v998,v999,v1000,v1001,v1002,v1003,v1004,v1005,v1006a,v1006b,v1006c,v1007,v1008,v1009,v1010,v1010a,v1011,v1012,v1013,v1014,v1015,v1016,v1017,v1018,v1019,v1020a,v1020b,v1020c,v1021a,v1021b,v1021c,v1022,v1023,v1024,v1025,v1026a,v1026b,v1026c,v1026d,v1026e,v1026f,v1026g,v1026h,v1027,v1248,v1249,v1250,v1251,v1252a,v1252b,v1252c,v1475,v1476,v1477,v1482,v1482a,v1483,v1484,v1485,v1486,v1486a,v1487,v1488,v1530,v1531,v1532,v1533,v1534,v1535,v1536,v1537
  28,5,0,0,3,4,1,1,1,3,5,0,3,0,1,5,2,3,1,1,0,2,0,1,1,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,135, 3,0,1971,29,3,13,0,96,4,99,0, 0,9,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,62,0,11,0,210,1,5, 42,5,5,5,5,62,0,11,0,210,1,5, 42,5,0,0,0,1,1,0,0,1,96, 6,96, 6, 6,1,1,0,5,1,0,0,6,50, 0, 0,1,29, 0,1, 1,29,5,0,140,0,1,0,0,1, 0, 29,29, 6,  2, 2,5,5,95,95,95,95,95,95,95,95,95,95, 15,1,3,1, 2, 5,0,0,5,1,5,9,5,0,0,1,3,3,5,0,3,3,1,2,3,1,5,1
  29,1,1,0,1,4,1,1,1,5,5,0,3,0,5,0,5,5,2,5,1,0,0,5,0,1, 1," ",7,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,149,12,0,1937,63,1,12,1, 0,3,12,1, 0,3,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,18,0, 4,0,712,5,0, 50,5,5,5,5,18,0, 4,0,712,5,0, 50,5,0,0,0,5,0,0,0,5, 7, 7, 5,96, 5,1,5,0,0,0,1,5,1,50, 0, 0,1,19,31,2, 2,90,5,0,142,0,1,0,0,1, 0, 18,18, 0, 12,12,1,1, 0,95,95,95,95,95,95,95,95,95, 25,1,1,1, 7, 8,0,0,1,5,1,9,0,0,0,1,3,3,3,0,1,5,1,4,3,1,1,3
  30,1,1,0,1,4,5,0,3,0,1,5,2,3,1,3,1,3,2,1,0,2,0,1,7,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1,135, 3,0,1981,19,5,13,0,96,4,99,0, 0,9,7,18,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,1,0, 0,0, 0,0,  0,0,0,996,0,0,20,0, 4,0,623,1,5, 20,5,5,1,5,20,0, 4,0,623,1,5, 20,5,0,0,0,5,0,0,0,5,98,98, 5,96, 5,1,1,0,1,1,0,0,4,50, 0, 0,1,29,24,2, 3,18,5,0,143,0,3,0,0,2, 6,  1, 1, 2,  0, 0,5,5,95,95,95,95,95,95,95,95,95,95, 40,1,3,1, 8, 8,0,0,5,5,5,9,1,5,0,0,2,2,3,0,4,2,1,1,3,3,5,3
  31,5,0,0,3,4,1,1,1,1,5,0,3,0,5,0,1,1,1,1,0,1,2,1,1,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,135,12,0,1943,57,2,12,1, 0,3,99,0, 0,9,6,70,7,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,5,5, 0,0, 0,0,  0,0,0,996,5,0, 0,0, 0,0,  0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,5,0,0,0,1,96, 5,96, 5, 5,5,0,1,1,1,0,0,4,50, 0, 0,1,23, 1,2, 2,23,5,0,142,0,3,0,0,2, 0, 18,18, 0,  1, 1,1,1, 1, 1,12,95,95,95,95,95,95,95, 50,1,3,1, 5, 8,0,0,5,1,5,9,1,1,0,0,1,1,3,0,2,5,1,1,1,1,5,3
  32,5,0,0,3,1,5,0,3,0,1,5,2,5,1,5,1,3,1,1,0,1,2,1,1,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1,135, 8,0,1922,78,2,12,1, 0,3,99,0, 0,9,4,50,5,0, 0,0, 0,0,  0,0,0,0,996,0,0,10,1974, 7,0, 2,0,831,1,8,5,996,5,5,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0, 7,0, 2,0,831,1,8,996,0,5,5,0,5,0,0,0,1,96,98,96,98,98,1,5,0,0,0,5,1,3,50, 0, 0,1,29,24,2, 3,29,5,0,192,0,3,0,0,2, 0, 12,12, 0, 12,12,1,1, 0,95,95,95,95,95,95,95,95,95,  8,1,1,5, 1, 8,0,0,1,5,1,9,1,1,0,0,1,1,5,0,1,5,1,5,2,3,5,3
  33,1,1,0,1,5,8,0,8,0,8,0,8,0,1,1,2,4,2,1,0,3,0,1,7,0,22," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5, 20,11,0,1961,39,4,13,0,96,4,99,0, 0,9,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 1,0, 1,0,750,1,5, 40,1,3,5,5, 1,0, 1,0,750,1,5, 40,3,0,0,0,5,0,0,0,5, 8, 8, 7,96, 7,1,1,0,1,5,0,0,4,79,10,20,1, 1,29,2, 2,87,5,0,114,0,1,0,0,1, 0,  5, 5,11,  0, 0,1,1, 0,95,95,95,95,95,95,95,95,95, 20,0,0,0, 0, 0,0,0,0,0,0,9,9,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0
  34,3,0,1,5,3,1,1,1,3,3,1,5,1,1,5,2,4,2,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,400,10,0,1932,68,3,11,1, 0,3,99,0, 0,9,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,18,0, 4,0,661,5,0,  5,5,5,5,5,18,0, 4,0,661,5,0,  5,5,0,0,0,5,0,0,0,1,96, 4,96, 4, 4,5,0,1,1,5,0,0,4,30,50, 0,1,18, 0,1, 1,18,5,0,151,0,7,0,1,6, 0, 20,20, 0, 20,20,1,1, 0,95,95,95,95,95,95,95,95,95, 30,1,3,1, 7, 8,0,0,1,5,1,9,3,0,1,0,7,7,3,0,1,5,1,4,2,3,8,3
  35,5,0,0,3,4,1,1,1,3,3,5,4,3,1,3,2,4,1,1,0,1,1,1,1,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,135, 6,0,1965,35,3,16,0, 1,6,99,0, 0,9,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 1,0, 1,0,700,1,5, 40,1,5,5,5, 1,0, 1,0,700,1,5, 40,5,0,0,0,5,0,0,0,1,96,99,96,99,99,1,5,0,0,0,8,1,2,50, 0, 0,1,98, 0,9,98, 0,5,0,146,0,3,0,0,2, 8,  0, 0, 3,  0, 0,5,1, 1, 0,11,95,95,95,95,95,95,95,  1,0,0,0, 0, 0,0,0,0,0,0,9,9,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0
  36,1,1,0,1,4,1,1,1,3,8,0,8,0,5,0,3,5,2,1,0,3,0,1,7,0,10," ",0,0,0,0,0,0,0,2,0,0," "," "," ",0,0,0,5,5, 20, 4,0,1978,22,5,12,1, 0,3,99,0, 0,9,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,18,0, 4,0,630,5,0, 90,5,5,1,1,18,0, 4,0,630,5,0, 90,5,0,0,0,5,0,0,0,1,96, 6,96, 6, 6,1,5,0,0,0,5,5,3,50, 0, 0,1,19,33,2, 2,19,5,0,171,0,7,0,1,6, 0,  2, 2, 2,  0, 0,5,5,95,95,95,95,95,95,95,95,95,95, 45,0,0,0, 0, 0,0,0,0,0,0,9,9,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0
  37,1,5,0,2,4,5,0,3,0,3,5,4,3,1,3,4,4,2,1,0,4,0,1,1,0, 3," ",0,0,1,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,220,11,0,1924,76,2,13,0,96,4,99,0, 0,9,4,50,5,0, 0,0, 0,0,  0,0,0,0,996,0,0,12,1978,18,0, 4,0,601,1,5,5,996,5,5,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,18,0, 4,0,601,1,5,996,0,5,5,0,5,0,0,0,1,96, 4,96, 4, 4,5,0,5,0,0,1,8,1,50, 0, 0,1,26, 0,1, 1,26,5,0,124,0,7,0,5,8, 0,  4, 4, 0,  4, 4,1,1, 0,95,95,95,95,95,95,95,95,95, 20,0,0,0, 0, 0,0,0,1,1,1,9,5,0,0,1,3,3,5,0,1,1,1,2,2,1,5,3
  38,1,1,0,1,4,8,0,8,0,8,0,8,0,5,0,2,5,2,5,1,0,0,5,0,1, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,135, 6,0,1968,32,1,14,0, 7,5,12,1, 0,3,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 7,0, 2,0,840,1,5, 40,5,5,5,5, 7,0, 2,0,840,1,5, 40,5,0,0,0,5,0,0,0,5, 7, 7, 5,96, 5,1,5,0,0,0,1,5,1,50, 0, 0,1,98, 0,9,98, 0,5,0,157,0,7,0,1,6, 0, 30,30, 0,  6, 6,1,1, 2, 2, 4, 1,95,95,95,95,95,95, 20,0,0,0, 0, 0,0,0,5,1,1,9,1,5,0,0,2,2,5,0,2,4,1,1,3,3,1,1
  39,5,0,0,3,4,1,1,1,1,5,0,3,0,1,1,2,4,1,5,1,0,0,5,0,1, 1," ",7,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1,149, 4,0,1947,53,3,10,5, 0,2,99,0, 0,9,5,60,6,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,1,38,0, 8,0,762,1,5,5,996,0,5,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,38,0, 8,0,762,1,5,996,0,5,5,1,5,0,0,0,1,96, 1,96, 1, 1,1,5,0,0,0,1,5,1,50, 0, 0,1,86,19,2, 3,86,5,0,149,0,1,0,0,1, 0,  3, 3, 0,  1, 1,1,5,95,95,95,95,95,95,95,95,95,95,  5,0,0,0, 0, 0,0,0,5,1,5,9,3,0,5,0,6,6,3,0,1,1,2,1,2,1,1,5
  40,1,1,0,1,4,5,0,3,0,5,0,3,0,1,5,1,2,1,1,0,2,0,1,1,0, 1," ",7,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,149, 7,0,1941,59,3,12,1, 0,3,99,0, 0,9,5,60,6,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,1,37,0, 8,0,831,1,1,5,996,0,5,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,37,0, 8,0,831,1,1,996,0,5,5,1,5,0,0,0,1,96, 2,96, 2, 2,5,0,1,1,5,0,0,4,10, 0, 0,5, 1,19,2, 2, 1,5,0,144,0,1,0,0,1,96,995,96, 0, 30,30,5,1, 0,95,95,95,95,95,95,95,95,95,  0,1,1,1, 2, 8,0,0,5,1,1,9,5,0,0,1,3,3,3,0,1,1,2,1,3,3,1,3
  41,5,0,0,3,3,1,5,2,1,5,0,3,0,1,3,4,4,2,1,0,2,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400, 9,0,1938,62,1,17,0, 2,7,14,0, 7,5,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,19,0, 4,0,530,5,0, 35,5,5,5,5,19,0, 4,0,530,5,0, 35,5,0,0,0,5,0,0,0,5,99,99,99,96,99,1,1,0,5,1,0,0,6,50, 0, 0,1,20,19,2, 2,19,5,0,114,0,5,7,0,7, 0, 30,30, 0, 10,10,1,5,95,95,95,95,95,95,95,95,95,95, 60,1,3,1,11, 8,0,0,1,5,1,9,5,0,0,5,5,5,3,0,4,4,2,2,2,3,5,5
  42,1,1,0,1,5,1,5,2,3,8,0,8,0,5,0,3,4,8,1,0,4,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1,400, 6,0,1970,30,1,16,0, 1,6,12,1, 0,3,6,70,7,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,5,1,31,0, 5,0,711,1,5, 40,5,0, 0,0, 0,0,  0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,5,0,0,0,5, 7, 7, 1,96, 1,1,1,0,5,1,0,0,6,50, 0, 0,1,18,19,2, 2,18,5,0,171,0,5,7,0,7, 0, 22,22, 0,  1, 1,1,1, 1, 1, 1,95,95,95,95,95,95,95,  0,1,1,1, 2, 8,0,0,5,1,5,9,1,5,0,0,2,2,3,0,4,1,4,1,2,3,1,5
  43,5,0,0,3,4,5,0,3,0,5,0,3,0,1,3,5,5,2,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400, 6,0,1933,67,2,10,5, 0,2,99,0, 0,9,4,50,5,0, 0,0, 0,0,  0,0,0,0,996,0,0, 6,1962,39,0, 8,0,881,1,5,5,996,5,5,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,39,0, 8,0,881,1,5,996,0,5,5,0,5,0,0,0,1,96, 2,96, 2, 2,1,5,0,0,0,1,1,1,50, 0, 0,1,60, 0,1, 1,60,5,0,114,0,5,5,0,5, 0, 67,67, 0, 44,44,1,1, 0,95,95,95,95,95,95,95,95,95,  0,1,3,1, 9, 8,0,0,5,1,5,9,3,0,1,0,7,7,1,0,2,2,1,2,2,1,1,1
  44,1,1,0,1,3,5,0,3,0,5,0,3,0,5,0,2,5,2,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400, 6,0,1957,43,2,12,1, 0,3,99,0, 0,9,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,17,0, 3,0,910,1,1, 48,1,5,5,5,17,0, 3,0,910,1,1, 48,5,0,0,0,1,1,0,0,1,96, 6,96, 6, 6,1,5,0,0,0,1,1,1,50, 0, 0,1,19, 0,1, 1,19,5,0,161,0,5,5,0,5, 0,  2, 2, 0,  2, 2,1,1, 0,95,95,95,95,95,95,95,95,95, 50,0,0,0, 0, 0,0,0,1,5,1,9,1,5,0,0,2,2,5,0,4,2,2,2,2,3,5,3
  45,1,1,0,1,5,5,0,3,0,1,1,1,1,1,5,1,2,1,1,0,1,2,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400, 8,0,1966,34,5,11,1, 0,3,99,0, 0,9,2,20,2,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,37,0, 8,0,832,1,1, 40,5,1,0,0,37,0, 8,0,832,1,1, 40,1,0,0,0,5,0,0,0,1,96, 1,96, 1, 1,5,0,5,0,0,1,5,1,50, 0, 0,1,60, 0,1, 1,60,5,0,113,0,5,1,0,3, 0, 34,34, 0,  5, 5,5,1, 2, 2,10,12,95,95,95,95,95,95, 40,1,3,5, 7, 7,0,0,5,5,1,9,3,0,5,0,6,6,1,0,2,1,1,1,3,3,1,5
  46,1,1,0,1,5,1,1,1,5,8,0,8,0,1,3,1,4,1,1,0,1,2,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,400,12,0,1931,69,1,14,0, 7,5,13,0, 7,5,4,50,5,0, 0,0, 0,0,  0,0,0,0,996,0,0, 9,1987, 9,0, 2,0,842,1,1,5,996,5,5,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0, 9,0, 2,0,842,1,1,996,0,5,5,0,5,0,0,0,5,99,99,99,96,99,1,1,0,5,1,0,0,6,50, 0, 0,5,60, 0,1, 1,60,5,0,171,0,7,0,1,6, 0, 68,68, 0, 40,40,1,1, 0,95,95,95,95,95,95,95,95,95, 50,1,1,1, 2, 8,0,0,5,5,1,9,1,1,0,0,1,1,1,0,1,4,1,1,2,1,1,3
  47,1,5,0,2,2,8,0,8,0,8,0,8,0,5,0,5,5,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0, 4,0,1972,28,6,12,1, 0,3,12,1, 0,3,6,70,7,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,5,1,70,0,13,0,300,1,5, 40,5,0, 0,0, 0,0,  0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,5,0,0,0,5, 4, 4, 1,96, 1,1,5,0,0,0,1,5,1,50, 0, 0,1,90, 0,0, 0, 0,5,0,124,0,5,1,0,3,96,995,96, 0,  2, 2,5,1, 4, 4, 2, 3, 9, 6,95,95,95,95,  0,1,1,1, 7, 8,0,0,5,5,5,9,5,0,0,1,3,3,5,0,4,2,4,2,2,1,1,1
  48,5,0,0,3,5,8,0,8,0,8,0,8,0,1,5,1,4,3,1,0,1,1,1,7,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,1,1,230, 7,0,1981,19,5,12,1, 0,3,99,0, 0,9,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,37,0, 8,0,995,1,5, 40,1,3,5,5,37,0, 8,0,995,1,5, 40,3,0,0,0,5,0,0,0,1,96, 1,96, 1, 1,5,0,5,0,0,1,5,1,50, 0, 0,1,18, 0,1, 1,18,5,0,143,0,5,5,0,5, 0,  6, 6, 0,  5, 5,5,1, 1, 1, 1,95,95,95,95,95,95,95, 50,0,0,0, 0, 0,0,0,5,1,5,9,0,0,0,7,0,0,1,0,2,1,2,2,3,3,1,3
  49,1,1,0,1,5,5,0,3,0,5,0,3,0,1,5,1,4,2,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400, 8,0,1977,23,1,13,0,96,4,16,0, 1,6,7,18,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,1,0, 0,0, 0,0,  0,0,0,996,0,0, 2,0, 1,0,711,1,5, 35,1,5,5,5, 2,0, 1,0,711,1,5, 35,5,0,0,0,1,3,0,0,5, 8, 8,98,96,98,1,1,0,1,1,0,0,4,40, 0, 0,5,12, 0,1, 1,12,1,2,113,0,5,7,0,7, 0, 23,23, 0,  3, 3,5,5,95,95,95,95,95,95,95,95,95,95, 26,0,0,0, 0, 0,0,0,0,0,0,9,9,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0
  50,1,1,0,1,5,8,0,8,0,8,0,8,0,1,1,2,3,2,1,0,1,1,1,1,0, 6," ",0,0,0,0,8,0,0,0,0,0," "," "," ",0,0,0,1,5,279, 7,0,1970,30,1,17,0, 2,7,16,0, 1,6,6,71,7,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,1,0, 0,0, 0,0,  0,0,0,996,0,0, 9,0, 2,0,860,5,0,  3,5,5,5,5, 9,0, 2,0,860,5,0,  3,5,0,0,0,5,0,0,0,5, 8, 8, 4,96, 4,1,1,0,5,1,0,0,6,50, 0, 0,1,18, 0,1, 1,18,5,0,134,0,7,0,5,8, 0, 30,30, 0,  4, 4,1,3, 3, 3, 1, 2,13,95,95,95,95,95,  5,1,3,1,11, 8,0,0,5,1,1,9,3,0,5,0,6,6,5,0,2,2,1,2,3,1,5,3
  51,1,1,0,1,4,1,1,1,1,1,1,1,1,1,5,3,4,2,1,0,1,1,1,1,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,5,5,230, 6,0,1963,37,4,12,1, 0,3,99,0, 0,9,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,59,0,11,0,242,1,5, 40,5,3,1,1,59,0,11,0,242,1,5, 40,3,0,0,0,5,0,0,0,1,96, 6,96, 6, 6,5,0,1,1,5,0,0,4,50, 0, 0,1,19, 0,1, 1,19,5,0,121,0,5,1,0,3, 0, 12,12, 0,  8, 8,1,5,95,95,95,95,95,95,95,95,95,95, 50,1,1,1,10, 8,0,0,5,1,5,9,5,0,0,1,3,3,1,0,1,2,1,2,3,3,5,3
  52,3,0,1,5,4,1,1,1,1,1,5,2,3,5,0,2,4,1,5,1,0,0,5,0,7, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,135, 3,0,1971,29,5,15,0, 7,5,99,0, 0,9,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,18,0, 4,0,550,1,5, 60,1,5,5,5,18,0, 4,0,550,1,5, 60,5,0,0,0,5,0,0,0,1,96, 6,96, 6, 6,1,5,0,0,0,1,1,1,50, 0, 0,1,90, 0,0, 0, 0,5,0,171,0,5,3,0,4, 0,  8, 8, 0,  1, 1,1,1, 1, 1, 2,95,95,95,95,95,95,95,250,1,3,1, 2, 8,0,0,5,1,5,9,5,0,0,5,5,5,5,0,1,5,1,5,3,1,1,1
  53,3,0,1,5,2,1,5,2,3,5,0,3,0,1,5,1,2,2,1,0,1,2,1,7,0,21," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,719,10,0,1953,47,1,17,0, 3,7,16,0, 1,6,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 4,0, 2,0,351,1,5, 50,5,5,5,5, 4,0, 2,0,351,1,5, 50,5,0,0,0,5,0,0,0,5,19,19,19,96,19,1,7,1,5,1,0,0,6,50, 0, 0,1,50, 0,1, 1,50,5,0,114,0,7,0,1,6, 0, 11,11, 0, 11,11,1,1, 4, 4,16,14,11, 9,95,95,95,95, 38,1,3,1,11, 6,0,0,1,5,1,9,5,0,0,1,3,3,3,0,1,5,2,5,2,1,1,3
  54,1,1,0,1,4,1,1,1,1,5,0,3,0,1,3,7,5,3,5,1,0,0,5,0,3, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,2,5,0,500, 5,0,1933,67,2,13,0,96,4,99,0, 0,9,5,60,6,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,1,18,0, 4,0,711,1,5,1, 38,5,5,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,18,0, 4,0,711,1,5, 38,0,1,5,1,5,0,0,0,1,96,99,96,99,99,1,1,0,5,1,0,0,6,50, 0, 0,5,86, 0,1, 1,86,5,0,113,0,5,5,0,5, 4, 49,49, 6,  0, 0,5,1, 0,95,95,95,95,95,95,95,95,95,  0,0,0,0, 0, 0,0,0,5,5,1,9,3,0,5,0,6,6,3,0,1,1,1,4,3,1,1,3
