CASEID,v728,v729,v730,v731,v732,v733,v734,v735,v736,v737,v738,v739,v740,v872,v873,v874,v875,v876,v877,v878,v879,v880,v881,v882,v883,v884,v885,v886,v887,v888,v889,v890,v891,v892,v893,v894,v895,v896,v897,v898,v899,v900,v901,v902,v903,v904,v905,v906,v907,v908,v909,v910,v911,v912,v913,v914,v915,v916,v917,v918,v919,v920,v921,v922,v922a,v923,v924,v925,v926,v927,v928,v929,v930,v931,v932,v933,v934,v934a,v935,v936,v937,v938,v939,v940,v941,v942,v943,v944,v945,v946,v946a,v947,v948,v949,v950,v951,v952,v953,v954,v955,v956,v957,v958,v959,v959a,v960,v961,v962,v963,v964,v965,v966,v967,v968,v968a,v969,v970,v971,v972,v973,v974,v975,v976,v977,v978,v979,v979a,v980,v981,v982,v983,v984,v985,v986,v987,v988,v989,v990,v991a,v991b,v991c,v992,v993,v994,v995,v996,v997,v998,v999,v1000,v1001,v1002,v1003,v1004,v1005,v1006a,v1006b,v1006c,v1007,v1008,v1009,v1010,v1010a,v1011,v1012,v1013,v1014,v1015,v1016,v1017,v1018,v1019,v1020a,v1020b,v1020c,v1021a,v1021b,v1021c,v1022,v1023,v1024,v1025,v1026a,v1026b,v1026c,v1026d,v1026e,v1026f,v1026g,v1026h,v1027,v1248,v1249,v1250,v1251,v1252a,v1252b,v1252c,v1475,v1476,v1477,v1482,v1482a,v1483,v1484,v1485,v1486,v1486a,v1487,v1488,v1530,v1531,v1532,v1533,v1534,v1535,v1536,v1537
1479,5,0,0,3,3,1,5,2,5,5,0,3,0,1,1,1,4,2,1,0,2,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400, 5,0,1937,63,6,17,0, 1,6,14,0, 7,5,4,50,5,0, 0,0, 0,0,  0,0,0,0,996,0,0, 9,1999,48,0,10,0, 60,5,0,5,996,5,5,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,48,0,10,0, 60,5,0,996,0,5,5,0,5,0,0,0,5, 5, 5, 3,96, 3,5,0,7,0,0,0,0,7,50, 0, 0,1,38,97,2, 2,97,1,6,171,4,0,0,0,4, 5, 32,32, 2, 15,15,1,1, 0,95,95,95,95,95,95,95,95,95,  3,1,3,1, 8, 1,0,0,1,5,1,7,9,0,0,0,9,7,0,5,3,4,2,4,2,3,5,3
1480,5,0,0,3,3,1,1,1,3,5,0,3,0,1,3,2,4,1,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400, 7,0,1922,78,1,17,0, 1,6,12,1, 0,3,4,50,5,0, 0,0, 0,0,  0,0,0,0,996,0,0, 2,1982, 1,0, 1,0,100,1,5,5,996,5,5,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0, 1,0, 1,0,100,1,5,996,0,5,5,0,5,0,0,0,5, 7, 7, 7,96, 7,5,0,1,8,1,0,0,5,50, 0, 0,1,24,28,2, 3,19,5,0,131,1,0,0,0,1, 6,  0, 0, 6,  0, 0,1,1, 0,95,95,95,95,95,95,95,95,95,  0,1,3,1, 6, 5,0,0,1,5,1,6,9,0,0,0,9,6,0,3,2,2,1,4,3,1,9,3
1481,5,0,0,3,4,1,5,2,3,5,0,3,0,1,1,4,5,2,1,0,4,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400, 5,0,1976,24,5,16,0, 7,5,99,0, 0,9,7,80,8,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,5,5, 0,0, 0,0,  0,0,0,996,5,0, 0,0, 0,0,  0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,5,0,0,0,5, 9, 9, 1,96, 1,5,0,7,0,0,0,0,7,50, 0, 0,1,18, 0,1, 1,18,5,0,171,4,0,0,0,4, 4, 24,24, 1, 12,12,1,5,95,95,95,95,95,95,95,95,95,95, 20,0,0,0, 0, 0,0,0,0,0,0,9,9,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0
1482,5,0,0,3,4,5,0,3,0,1,1,1,1,1,5,2,5,1,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0, 3,0,1967,33,3,12,1, 0,3,99,0, 0,9,6,70,7,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,5,5, 0,0, 0,0,  0,0,0,996,1,1, 0,0, 0,0,  0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,5,0,0,0,5, 6, 6, 2,96, 2,1,1,0,1,5,0,0,4,50, 0, 0,1,18, 0,1, 1,18,5,0,171,4,0,0,0,4, 6, 33,33, 6,  0, 0,5,5,95,95,95,95,95,95,95,95,95,95, 10,0,0,0, 0, 0,0,0,5,1,1,9,3,0,1,0,7,7,1,0,5,1,1,5,3,3,1,1
1483,5,0,0,3,4,1,5,2,1,5,0,3,0,1,5,2,4,1,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400,12,0,1979,21,5,12,1, 0,3,99,0, 0,9,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,70,0,13,0,102,1,5, 50,5,5,5,5,70,0,13,0,102,1,5, 50,5,0,0,0,5,0,0,0,5, 4, 4, 3,96, 3,1,1,0,1,1,0,0,4,40, 0, 0,1, 4, 0,1, 1, 4,1,1,171,4,0,0,0,4,10, 19,20, 1,  0, 0,5,5,95,95,95,95,95,95,95,95,95,95, 20,1,1,1,11, 8,0,0,1,5,1,9,0,0,0,8,0,0,5,0,3,3,2,1,2,3,5,5
1484,1,1,0,1,4,1,1,1,3,5,0,3,0,1,5,1,3,1,1,0,1,1,1,7,0, 4," ",0,0,0,2,0,0,0,0,0,0," "," "," ",0,0,0,1,1,231, 8,0,1978,22,5,12,1, 0,3,99,0, 0,9,6,70,7,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,5,1,30,0, 5,0,921,1,1, 40,1,1, 0,0, 0,0,  0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,5,0,0,0,1,96, 1,96, 1, 1,5,0,1,5,5,0,0,6,10, 0, 0,1,87, 0,1, 1,87,5,0,171,5,0,0,0,5, 2, 22,22, 7,  0, 0,5,1, 2, 2, 1, 5,95,95,95,95,95,95,  0,0,0,0, 0, 0,0,0,5,5,5,5,9,0,0,0,9,5,0,3,3,3,3,3,2,1,8,1
1485,1,1,0,1,3,5,0,3,0,1,5,2,5,1,5,1,2,1,1,0,1,1,1,7,0,10," ",0,0,0,0,0,0,0,1,0,0," "," "," ",0,0,0,1,1,290, 5,0,1965,35,1,14,0,96,4,15,0,96,4,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,24,0, 5,0,921,1,1, 40,1,5,5,5,24,0, 5,0,921,1,1, 40,5,0,0,0,5,0,0,0,5, 5, 5, 5,96, 5,1,1,0,1,5,0,0,4,40, 0, 0,1,88, 0,1, 1,88,1,1,171,4,0,0,0,4, 5, 35,35, 2,  6, 6,1,1, 3, 3,13,14,15,95,95,95,95,95, 50,1,1,5, 7, 3,0,0,5,1,1,5,9,0,0,0,9,5,0,3,2,4,1,4,3,3,1,1
1486,1,1,0,1,3,1,1,1,5,1,1,1,5,1,5,1,3,2,1,0,3,0,1,7,0, 1," ",4,2,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,148, 9,0,1970,30,5,14,0, 7,5,99,0, 0,9,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,25,0, 5,0,831,1,1, 48,1,3,5,5,25,0, 5,0,831,1,1, 48,3,0,0,0,5,0,0,0,1,96, 2,96, 2, 2,5,0,5,0,0,1,5,1,10, 0, 0,1,87, 0,1, 1,87,5,0,171,4,0,0,0,4, 1, 20,20,11,  0, 0,5,1, 2, 2, 6,14,95,95,95,95,95,95, 10,0,0,0, 0, 0,0,0,0,0,0,9,9,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0
1487,1,1,0,1,4,1,1,1,1,1,1,1,5,5,0,7,7,3,1,0,4,0,1,1,0, 2," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,110, 6,0,1966,34,4,11,5, 0,2,99,0, 0,9,5,60,6,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,1,36,0, 8,0,641,1,5,5,996,0,5,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,36,0, 8,0,641,1,5,996,0,5,5,1,5,0,0,0,5, 0, 0, 1,96, 1,5,0,7,0,0,0,0,7,50, 0, 0,5,12,60,2, 3,12,1,2,113,6,0,0,0,6,96,995,96, 0,  2, 2,1,1, 1, 1,13,95,95,95,95,95,95,95,  5,0,0,0, 0, 0,0,0,5,1,5,7,9,0,0,0,9,7,0,1,1,1,1,1,3,1,1,1
1488,1,5,0,2,3,1,5,2,3,3,1,5,3,1,3,2,4,2,1,0,2,0,1,1,0, 2," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,110,11,0,1939,61,5,17,0, 4,7,99,0, 0,9,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,12,0, 2,0,910,1,1, 45,1,5,5,5,12,0, 2,0,910,1,1, 45,5,0,0,0,1,1,0,0,1,96,10,96,10,10,5,0,7,0,0,0,0,7,50, 0, 0,1,18, 0,1, 1,18,5,0,113,7,0,0,0,7, 0,  3, 3, 3,  0, 0,5,5,95,95,95,95,95,95,95,95,95,95,  0,1,1,1, 1, 8,0,0,1,5,1,3,9,0,0,0,9,3,0,5,5,3,4,2,3,3,1,3
1489,1,1,0,1,4,1,5,2,5,3,5,4,3,5,0,4,5,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0,12,0,1977,23,5, 2,1, 0,3,99,0, 0,9,7,18,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,1,0, 0,0, 0,0,  0,0,0,996,0,0,38,0, 8,0,722,1,5, 35,5,5,1,5,38,0, 8,0,722,1,5, 35,5,0,0,0,5,0,0,0,5, 5, 5, 5,96, 5,5,0,1,1,5,0,0,4,10,50, 0,1,87,41,2, 3, 0,5,0,172,3,0,0,0,3, 0,  2, 2, 1,  0, 0,5,5,95,95,95,95,95,95,95,95,95,95,  0,1,1,1,11, 8,0,0,5,1,5,1,9,0,0,0,9,1,0,3,1,1,2,1,3,3,1,1
1490,5,0,0,3,4,1,5,2,3,5,0,3,0,1,3,2,5,2,1,0,2,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400, 2,0,1952,48,1,17,0, 2,7,17,0, 2,7,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 9,0, 2,0,842,1,1, 60,1,5,5,5, 9,0, 2,0,842,1,1, 60,5,0,0,0,1,3,0,0,5,12,12, 7,96, 7,1,1,0,1,1,0,0,4,50, 0, 0,1,19, 0,1, 1,19,5,0,171,8,0,0,0,8, 0, 21,21, 0, 21,21,1,1, 0,95,95,95,95,95,95,95,95,95,  4,1,3,1, 5, 8,0,0,1,5,1,3,9,0,0,0,9,3,0,3,2,4,1,1,3,3,1,3
1491,1,1,0,1,4,8,0,8,0,8,0,8,0,1,5,1,2,2,1,0,1,1,1,7,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,5,5,230, 9,0,1920,80,2,13,0,96,4,99,0, 0,9,4,50,5,0, 0,0, 0,0,  0,0,0,0,996,0,0,10,1998,39,0, 8,0,802,1,5,5,996,5,5,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,39,0, 8,0,802,1,5,996,0,5,5,0,5,0,0,0,1,96, 3,96, 3, 3,1,1,0,1,1,0,0,4,20, 0, 0,5,67, 0,1, 1,67,5,0,404,4,0,0,0,4, 0, 41,41, 0, 20,20,1,1, 0,95,95,95,95,95,95,95,95,95, 10,0,0,0, 0, 0,0,0,1,1,5,5,9,0,0,0,9,5,0,3,1,2,1,1,2,1,1,1
1492,1,1,0,1,4,5,0,3,0,5,0,3,0,1,1,3,5,2,1,0,4,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400, 5,0,1943,57,3,16,0, 1,6,99,0, 0,9,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 4,0, 2,0,711,1,1, 40,5,5,5,5, 4,0, 2,0,711,1,1, 40,5,0,0,0,5,0,0,0,1,96, 7,96, 7, 7,1,1,0,1,1,0,0,4,50, 0, 0,1,18,60,2, 2,18,5,0,124,8,0,0,0,8, 0, 13,13, 0,  2, 2,5,1, 0,95,95,95,95,95,95,95,95,95,  0,1,1,1, 9, 8,0,0,1,5,1,4,9,0,0,0,9,4,0,3,2,4,1,3,2,3,5,5
1493,1,1,0,1,5,1,5,2,3,8,0,8,0,1,1,2,5,3,1,0,4,0,1,7,0, 3," ",0,0,8,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,229, 2,0,1963,37,1,15,0,96,4,17,0, 5,7,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,39,0, 8,0,421,1,5, 20,5,5,5,5,39,0, 8,0,421,1,5, 20,5,0,0,0,1,1,0,0,5,98,98, 4,96, 4,5,0,1,5,5,0,0,6,50, 0, 0,1, 3, 0,1, 1, 3,5,0,103,6,0,0,0,6, 0,  4, 4, 0,  2, 2,1,5,95,95,95,95,95,95,95,95,95,95, 20,1,3,5, 7, 8,0,0,5,5,1,4,9,0,0,0,9,4,0,5,4,2,4,4,3,1,1,1
1494,3,0,5,4,3,1,5,2,3,5,0,3,0,5,0,4,4,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0, 4,0,1968,32,1,16,0, 1,6,16,0, 1,6,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,13,0, 2,0,922,3,1, 20,5,5,5,5,13,0, 2,0,922,3,1, 20,5,0,0,0,5,0,0,0,5, 7, 7, 5,96, 5,1,5,0,0,0,5,5,3,50, 0, 0,5, 2, 0,1, 1, 2,5,0,167,6,0,0,0,6,96,995,96, 0,  4, 4,1,5,95,95,95,95,95,95,95,95,95,95, 25,1,6,1, 8, 8,0,0,1,5,1,1,9,0,0,0,9,1,0,3,5,2,3,1,3,3,1,1
1495,1,1,0,1,4,5,0,3,0,5,0,3,0,1,5,2,3,2,1,0,1,1,1,7,0,25," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,301, 5,0,1920,80,1,17,0,96,4,16,0, 1,6,4,50,5,0, 0,0, 0,0,  0,0,0,0,996,0,0, 8,1981, 3,0, 2,0,441,1,5,5,996,5,5,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0, 3,0, 2,0,441,1,5,996,0,5,5,0,5,0,0,0,5, 6, 6, 6,96, 6,1,5,0,0,0,5,5,3,50, 0, 0,1,24,33,2, 6,97,5,0,171,3,0,0,0,3, 0,  2, 2, 0,  2, 2,1,5,95,95,95,95,95,95,95,95,95,95, 10,1,3,5, 8, 8,0,0,1,5,1,2,9,0,0,0,9,2,0,5,2,5,1,3,2,1,1,3
1496,3,0,5,4,3,8,0,8,0,8,0,8,0,1,5,2,3,1,1,0,2,0,1,7,0, 1," ",7,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1,149, 2,0,1980,20,5,14,0, 7,5,99,0, 0,9,6,17,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,1,0, 0,0, 0,0,  0,0,0,996,0,0,44,0,10,0,751,1,5, 48,5,5,5,5,44,0,10,0,751,1,5, 48,5,0,0,0,5,0,0,0,5, 5, 5, 3,96, 3,5,0,5,0,0,1,5,1,50, 0, 0,1,29, 0,1, 1,29,5,0,162,4,0,0,0,4, 0,  2, 2, 0,  1, 1,5,5,95,95,95,95,95,95,95,95,95,95, 40,0,0,0, 0, 0,0,0,1,5,1,9,5,0,0,5,5,5,5,0,3,5,2,3,2,3,5,3
1497,1,1,0,1,4,1,1,1,3,5,0,3,0,5,0,5,5,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0, 4,0,1975,25,5,14,0, 7,5,99,0, 0,9,7,18,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,1,0, 0,0, 0,0,  0,0,0,996,0,0,32,0, 5,0,831,1,1, 20,5,1,5,1,32,0, 5,0,831,1,1, 20,1,0,0,0,5,0,0,0,1,96, 4,96, 4, 4,5,0,5,0,0,1,5,1,50, 0, 0,1,31, 0,1, 1,31,5,0,171,4,0,0,0,4, 3,  0, 0, 3,  0, 0,5,5,95,95,95,95,95,95,95,95,95,95,  8,0,0,0, 0, 0,0,0,5,1,1,6,9,0,0,0,9,6,0,5,2,2,2,1,2,1,1,1
1498,5,0,0,3,3,1,5,2,3,1,1,1,3,1,3,4,5,3,1,0,4,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400, 9,0,1979,21,5,15,0,96,4,99,0, 0,9,7,18,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,1,0, 0,0, 0,0,  0,0,0,996,0,0,20,0, 4,0,610,1,5, 25,3,1,1,5,20,0, 4,0,610,1,5, 25,1,0,0,0,5,0,0,0,5, 0, 0, 1,96, 1,1,5,0,0,0,1,5,1,40, 0, 0,5, 4, 0,1, 1, 4,1,1,171,3,0,0,0,3, 0, 17,17, 0,  1, 1,5,5,95,95,95,95,95,95,95,95,95,95, 20,0,0,0, 0, 0,0,0,1,5,5,3,9,0,0,0,9,3,0,5,3,2,2,1,3,5,1,3
1499,1,1,0,1,3,1,5,2,3,3,5,4,3,1,3,3,4,2,1,0,3,0,1,7,0, 2," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,110,11,0,1964,36,5,17,0, 1,6,99,0, 0,9,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,17,0, 3,0,841,1,5, 45,3,3,5,5,17,0, 3,0,841,1,5, 45,3,0,0,0,5,0,0,0,1,96, 6,96, 6, 6,1,1,0,1,1,0,0,4,50, 0, 0,1,86, 0,1, 1,86,5,0,171,5,0,0,0,5, 0, 36,36, 0, 14,14,5,5,95,95,95,95,95,95,95,95,95,95, 20,1,1,1,11, 6,0,0,5,1,5,4,9,0,0,0,9,4,0,5,1,5,2,3,3,3,1,5
1500,1,1,0,1,4,8,0,8,0,8,0,8,0,1,3,3,4,2,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400, 5,0,1928,72,3,16,0, 1,6,99,0, 0,9,4,50,5,0, 0,0, 0,0,  0,0,0,0,996,0,0, 4,1995, 7,0, 2,0,831,1,5,5,996,5,5,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0, 7,0, 2,0,831,1,5,996,0,5,5,0,5,0,0,0,1,96, 3,96, 3, 3,1,1,0,8,1,0,0,5,50, 0, 0,5,18, 0,1, 1,18,5,0,301,0,7,0,1,6, 0, 26,26, 0, 22,22,1,1, 0,95,95,95,95,95,95,95,95,95,  5,1,1,5, 9, 8,0,0,1,5,1,9,5,0,0,5,5,5,3,0,2,4,2,2,2,3,5,3
1501,5,0,0,3,5,1,1,1,1,5,0,3,0,1,5,1,2,1,1,0,1,1,1,1,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,135, 3,0,1955,45,1,17,0, 1,6,17,0, 2,7,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 3,0, 2,0,192,1,5, 42,1,1,1,1, 3,0, 2,0,192,1,5, 42,1,0,0,0,5,0,0,0,5,17,17, 9,96, 9,1,1,0,5,1,0,0,6,50,40, 0,1,29, 0,1, 1,29,5,0,145,0,5,5,0,5, 0, 12,12,10,  0, 0,1,1, 1, 1,17,95,95,95,95,95,95,95, 40,1,3,1, 2, 8,0,0,5,1,5,9,5,0,0,5,5,5,5,0,1,5,2,1,3,1,1,1
1502,1,1,0,1,3,1,5,2,1,5,0,3,0,1,5,2,3,2,1,0,1,2,1,1,0,90," ",0,0,0,0,0,0,0,0,0,0," "," "," ",1,0,0,1,1,162, 4,0,1942,58,1,17,0, 5,7,17,0, 2,7,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 6,0, 2,0,812,1,5, 45,5,5,5,5, 6,0, 2,0,812,1,5, 45,5,0,0,0,5,0,0,0,5,13,13,13,96,13,1,1,0,5,5,0,0,6,50, 0, 0,1,29, 0,1, 1,29,5,0,122,3,0,0,0,3, 0,  7, 7, 0,  7, 7,1,1, 0,95,95,95,95,95,95,95,95,95,  3,1,6,5, 7, 7,0,0,1,5,1,3,9,0,0,0,9,3,0,3,2,5,1,3,3,1,1,3
1503,1,1,0,1,4,1,5,2,3,3,5,4,3,1,3,2,4,2,1,0,2,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400,10,0,1950,50,1,17,0, 2,7,17,0, 6,7,3,40,4,1, 9,0, 2,0,842,1,1,1, 25,1,5,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0, 9,0, 2,0,842,1,1, 25,5,1,1,1,5,0,0,0,5, 9, 9, 2,96, 2,1,1,0,1,5,0,0,4,40, 0, 0,1,88, 0,1, 1,88,1,1,149,4,0,0,0,4, 0,  6, 6, 0,  6, 6,1,1, 3, 3,17,13,11,95,95,95,95,95, 30,0,0,0, 0, 0,0,0,0,0,0,9,9,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0
1504,1,1,0,1,3,5,0,3,0,5,0,3,0,1,3,2,3,1,1,0,3,0,1,1,0,90," ",0,0,0,0,0,0,0,0,0,0," "," "," ",1,0,0,1,1,301, 7,0,1955,45,1,16,0, 1,6,16,0, 1,6,6,71,7,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,1,0, 0,0, 0,0,  0,0,0,996,0,0,27,0, 5,0,620,5,0, 12,5,5,5,5,27,0, 5,0,620,5,0, 12,5,0,0,0,5,0,0,0,5,99,99,99,96,99,1,5,0,0,0,1,1,1,50, 0, 0,1,86, 0,1, 1,86,5,0,132,5,0,0,0,5, 0,  8, 8, 0,  8, 8,1,1, 3, 3,14,13, 9,95,95,95,95,95, 25,1,3,1, 1, 8,0,0,1,5,1,4,9,0,0,0,9,4,0,3,4,3,2,2,2,5,5,3
1505,1,1,0,1,4,1,5,2,3,5,0,3,0,1,3,4,5,3,1,0,3,0,1,3,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,3,0,1,0,503, 9,0,1935,65,1,14,0,96,4,98,1, 0,3,4,50,5,0, 0,0, 0,0,  0,0,0,0,996,0,0,12,1996,18,0, 4,0,623,5,0,5,996,5,5,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,18,0, 4,0,623,5,0,996,0,5,5,0,5,0,0,0,5, 5, 5, 2,96, 2,1,1,0,1,1,0,0,4,50, 0, 0,5,96, 0,1, 1,96,5,0,194,5,0,0,0,5, 0, 35,35, 0,  6, 6,1,1, 0,95,95,95,95,95,95,95,95,95, 10,1,1,1, 2, 8,0,0,1,5,1,0,9,0,0,0,9,0,0,5,3,3,3,2,2,1,1,3
