CASEID,v728,v729,v730,v731,v732,v733,v734,v735,v736,v737,v738,v739,v740,v872,v873,v874,v875,v876,v877,v878,v879,v880,v881,v882,v883,v884,v885,v886,v887,v888,v889,v890,v891,v892,v893,v894,v895,v896,v897,v898,v899,v900,v901,v902,v903,v904
 575,1,1,0,1,4,1,1,1,3,5,0,3,0,1,1,1,5,1,5,1,0,0,5,0,1, 1," ",7,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,149
 576,1,5,0,2,5,8,0,8,0,1,5,2,5,1,3,2,5,1,5,1,0,0,5,0,1, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,135
 577,1,1,0,1,4,5,0,3,0,5,0,3,0,1,5,3,4,1,1,0,3,0,1,1,0,19," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,269
 578,1,5,0,2,5,1,5,2,3,5,0,3,0,1,1,4,5,2,5,1,0,0,5,0,7, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,135
 579,5,0,0,3,5,5,0,3,0,3,5,4,5,1,3,3,4,2,1,0,1,1,1,1,0, 3," ",0,0,1,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,220
 580,1,1,0,1,1,1,1,1,1,5,0,3,0,1,5,1,2,1,1,0,2,0,1,1,0,15," ",0,0,0,0,0,0,0,0,0,1," "," "," ",0,0,0,1,1,181
 581,1,5,0,2,4,1,5,2,5,5,0,3,0,1,5,1,2,2,1,0,1,2,1,1,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,1,1,230
 582,1,1,0,1,5,1,5,2,1,5,0,3,0,5,0,5,5,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 583,5,0,0,3,3,8,0,8,0,8,0,8,0,5,0,2,4,2,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 584,3,0,5,4,3,1,1,1,1,3,1,5,1,1,3,4,5,2,1,0,8,0,1,7,0,17," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,150
 585,1,1,0,1,3,1,5,2,3,1,5,2,3,1,5,2,3,2,1,0,1,1,1,1,0, 3," ",0,0,1,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,220
 586,5,0,0,3,3,8,0,8,0,8,0,8,0,1,5,1,5,2,1,0,1,2,1,7,0,25," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,301
 587,1,1,0,1,4,5,0,3,0,1,5,2,3,1,5,2,4,1,1,0,2,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,400
 588,1,1,0,1,4,1,5,2,5,1,1,1,5,1,5,3,4,1,1,0,4,0,1,7,0,90," ",0,0,0,0,0,0,0,0,0,0," "," "," ",1,0,0,5,1, 20
 589,1,1,0,1,4,1,5,2,3,8,0,8,0,1,1,3,4,2,5,1,0,0,5,0,7,90," ",0,0,0,0,0,0,0,0,0,0," "," "," ",1,0,0,5,5, 99
 590,1,1,0,1,5,1,5,2,3,3,1,5,3,1,3,3,4,2,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 591,5,0,0,3,4,5,0,3,0,5,0,3,0,1,5,2,2,1,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1,400
 592,5,0,0,3,5,5,0,3,0,1,1,1,1,1,3,2,5,1,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 593,1,1,0,1,3,8,0,8,0,8,0,8,0,1,3,2,3,1,1,0,4,0,1,1,0,10," ",0,0,0,0,0,0,0,8,0,0," "," "," ",0,0,0,1,5,999
 594,1,1,0,1,5,5,0,3,0,5,0,3,0,1,5,2,5,1,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 595,1,1,0,1,4,1,8,8,0,8,0,8,0,5,0,5,5,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 596,1,1,0,1,5,1,1,1,3,5,0,3,0,1,1,4,5,8,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 597,1,1,0,1,4,1,5,2,5,5,0,3,0,1,5,1,2,1,1,0,2,0,1,7,0,10," ",0,0,0,0,0,0,0,1,0,0," "," "," ",0,0,0,1,5,290
 598,1,5,0,2,3,8,0,8,0,5,0,3,0,1,3,2,5,2,1,0,1,2,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,995
 600,5,0,0,3,4,1,5,2,3,5,0,3,0,1,3,4,5,2,5,1,0,0,5,0,1, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1,135
 601,5,0,0,3,4,1,1,1,5,5,0,3,0,1,3,3,4,1,1,0,2,0,1,7,0, 1," ",8,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,149
 602,1,1,0,1,4,5,0,3,0,1,1,1,1,1,3,3,3,1,5,1,0,0,5,0,1, 1," ",3,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,120
 603,5,0,0,3,4,1,1,1,1,1,1,1,5,1,5,2,5,1,1,0,1,1,1,1,0, 1," ",2,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,121
 604,5,0,0,3,3,1,1,1,1,3,5,4,1,1,3,3,3,1,1,0,3,0,1,7,0,22," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5, 20
 605,5,0,0,3,4,5,0,3,0,5,0,3,0,1,3,3,4,1,1,0,1,2,1,1,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,135
 606,5,0,0,3,5,1,1,1,3,5,0,3,0,1,3,2,4,2,1,0,4,0,1,1,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,1,1,230
 607,1,1,0,1,5,3,5,4,3,1,1,1,3,1,5,1,4,1,1,0,3,0,1,1,0, 1," ",4,2,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,148
 608,5,0,0,3,5,5,0,3,0,5,0,3,0,1,3,1,1,2,5,1,0,0,5,0,7, 1," ",4,2,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,148
 609,5,0,0,3,5,1,1,1,5,1,5,2,5,1,3,1,5,1,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 610,1,1,0,1,4,8,0,8,0,8,0,8,0,1,3,3,5,2,1,0,4,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 611,1,5,0,2,4,1,5,2,3,5,0,3,0,1,3,1,5,2,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 612,1,5,0,2,3,1,5,2,3,3,5,4,5,1,1,1,3,2,1,0,3,0,1,7,0,10," ",0,0,0,0,0,0,0,8,0,0," "," "," ",0,0,0,8,5,999
 613,1,1,0,1,4,8,0,8,0,3,5,4,1,1,3,2,5,3,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
 614,1,1,0,1,4,5,0,3,0,3,5,4,3,1,3,7,4,2,1,0,2,0,1,1,0, 6," ",0,0,0,0,1,0,0,0,0,0," "," "," ",0,0,0,1,5,270
 615,1,1,0,1,4,1,1,1,1,1,1,1,5,5,0,1,3,1,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 616,1,1,0,1,3,1,5,2,3,5,0,3,0,1,3,3,4,2,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 617,1,1,0,1,5,1,1,1,3,8,0,8,0,1,5,3,7,1,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 618,3,0,5,4,4,1,5,2,3,3,1,5,3,5,0,2,5,2,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
 619,1,1,0,1,5,1,1,1,3,5,0,3,0,1,5,3,5,3,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
 620,1,1,0,1,5,1,1,1,1,5,0,3,0,1,5,2,4,1,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
 621,1,1,0,1,5,1,5,2,3,3,1,5,1,1,5,1,3,2,1,0,4,0,1,1,0, 1," ",4,2,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,148
 622,1,1,0,1,5,1,1,1,3,1,1,1,5,1,5,1,2,1,1,0,1,2,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,400
 623,5,0,0,3,5,1,1,1,1,5,0,3,0,1,5,4,4,1,1,0,2,0,1,7,0,22," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1, 20
 624,5,0,0,3,3,1,1,1,3,5,0,3,0,1,3,2,5,2,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 625,5,0,0,3,4,1,5,2,3,5,0,3,0,1,5,1,4,2,1,0,1,2,1,1,0,13," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,150
 626,1,1,0,1,4,1,1,1,1,3,1,5,1,1,3,3,3,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 627,1,1,0,1,4,8,0,8,0,8,0,8,0,5,0,5,5,7,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 628,1,1,0,1,4,1,1,1,3,3,1,5,1,1,5,1,3,1,1,0,1,2,1,7,0, 1," ",8,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,149
 629,1,1,0,1,4,1,5,2,3,3,1,5,3,5,0,5,4,3,1,0,4,0,1,1,0, 3," ",0,0,2,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,221
 630,1,1,0,1,5,5,0,3,0,1,5,2,3,1,3,2,3,1,1,0,2,0,1,1,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,135
 631,1,1,0,1,4,1,1,1,5,8,0,8,0,1,5,3,4,1,1,0,2,0,1,7,0, 1," ",8,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,149
 632,1,1,0,1,5,8,0,8,0,8,0,8,0,1,5,1,2,1,1,0,1,1,1,7,0,22," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1, 20
 633,1,1,0,1,4,8,0,8,0,8,0,8,0,1,1,1,4,2,1,0,2,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 634,1,1,0,1,4,1,5,2,1,3,1,5,1,5,0,5,5,3,1,0,4,0,1,7,0,26," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,303
 635,5,0,0,3,4,1,1,1,1,1,1,1,1,1,3,3,3,1,1,0,2,0,1,1,0,10," ",0,0,0,0,0,0,0,2,0,0," "," "," ",0,0,0,1,1, 20
 636,1,1,0,1,4,1,1,1,1,1,1,1,1,1,5,1,4,1,1,0,2,0,1,1,0, 3," ",0,0,1,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,220
 637,1,1,0,1,5,1,1,1,1,3,1,5,1,5,0,5,5,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 638,5,0,0,3,4,1,1,1,5,5,0,3,0,1,5,1,2,1,1,0,1,2,1,1,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,135
 639,1,1,0,1,1,1,5,2,1,8,0,8,0,5,0,4,4,2,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 640,5,0,0,3,3,1,1,1,1,5,0,3,0,1,5,1,2,1,1,0,1,1,1,1,0,22," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1, 20
 641,1,1,0,1,4,5,0,3,0,3,5,4,5,1,1,4,5,3,1,0,3,0,1,7,0,26," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,303
 642,3,0,5,4,5,1,1,1,1,5,0,3,0,1,3,5,4,1,5,1,0,0,5,0,1, 1," ",2,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,121
 643,1,5,0,2,4,1,5,2,3,5,0,3,0,1,1,1,4,2,1,0,4,0,1,1,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,135
 644,5,0,0,3,4,8,0,8,0,8,0,8,0,1,3,1,2,1,1,0,2,0,1,1,0,16," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,250
 645,1,1,0,1,5,1,1,1,3,5,0,3,0,1,5,2,3,2,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 646,5,0,0,3,4,1,1,1,3,1,1,1,3,5,0,4,5,2,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 647,5,0,0,3,3,1,5,2,5,8,0,8,0,1,5,3,4,1,5,1,0,0,5,0,7, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,135
 648,3,0,1,5,2,5,0,3,0,5,0,3,0,1,5,2,7,1,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1,400
 649,1,1,0,1,4,8,0,8,0,1,1,1,1,1,3,4,5,2,5,1,0,0,5,0,7, 3," ",0,0,7,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,229
 650,1,5,0,2,5,1,1,1,1,1,1,1,1,1,5,1,5,1,1,0,4,0,1,7,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,135
 651,1,5,0,2,3,5,0,3,0,3,1,5,3,1,3,1,4,2,1,0,3,0,1,7,0,90," ",0,0,0,0,0,0,0,0,0,0," "," "," ",1,0,0,1,5,723
 652,1,1,0,1,4,1,1,1,3,5,0,3,0,1,3,1,4,2,1,0,4,0,1,1,0, 6," ",0,0,0,0,1,0,0,0,0,0," "," "," ",0,0,0,1,1,270
 653,1,1,0,1,5,1,1,1,1,5,0,3,0,1,1,2,4,2,5,1,0,0,5,0,1, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1,135
 654,5,0,0,3,4,1,1,1,3,5,0,3,0,1,3,3,5,2,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 655,5,0,0,3,2,1,1,1,3,5,0,3,0,1,1,4,4,2,1,0,2,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 656,1,1,0,1,5,1,1,1,5,1,1,1,5,1,5,2,4,1,1,0,3,0,1,1,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,1,5,230
 657,1,1,0,1,5,1,5,2,3,5,0,3,0,5,0,2,5,2,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
 658,1,1,0,1,5,1,1,1,3,1,5,2,5,1,1,2,5,2,5,1,0,0,5,0,1, 1," ",3,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,120
 659,1,1,0,1,4,5,0,3,0,3,1,5,3,1,5,1,2,1,1,0,1,2,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 660,5,0,0,3,3,5,0,3,0,5,0,3,0,1,5,7,7,1,5,1,0,0,5,0,1, 6," ",0,0,0,0,7,0,0,0,0,0," "," "," ",0,0,0,1,1,279
 661,5,0,0,3,4,1,5,2,3,3,1,5,1,5,0,5,4,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 662,1,1,0,1,5,5,0,3,0,3,1,5,3,5,0,2,5,2,5,1,0,0,5,0,1, 3," ",0,0,7,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,229
 663,1,1,0,1,4,5,0,3,0,1,5,2,5,5,0,4,5,2,1,0,4,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
 664,1,1,0,1,5,8,0,8,0,8,0,8,0,1,5,2,3,1,1,0,1,2,1,7,0,24," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,304
 665,1,1,0,1,3,5,0,3,0,1,1,1,5,1,1,4,5,2,1,0,2,0,1,1,0, 6," ",0,0,0,0,1,0,0,0,0,0," "," "," ",0,0,0,1,5,270
 666,5,0,0,3,3,1,1,1,3,8,0,8,0,1,3,3,4,1,1,0,4,0,1,7,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1,135
 667,3,0,5,4,3,1,1,1,3,3,1,5,1,1,3,1,5,2,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 668,1,1,0,1,5,5,0,3,0,5,0,3,0,5,0,5,4,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 669,5,0,0,3,3,8,0,8,0,8,0,8,0,5,0,4,5,2,5,1,0,0,5,0,1,16," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,250
 670,5,0,0,3,4,5,0,3,0,5,0,3,0,1,3,2,4,2,1,0,3,0,1,1,0, 6," ",0,0,0,0,1,0,0,0,0,0," "," "," ",0,0,0,1,5,270
 671,1,1,0,1,5,1,5,2,5,5,0,3,0,1,5,1,5,2,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 672,5,0,0,3,3,5,0,3,0,5,0,3,0,1,5,1,4,3,1,0,2,0,1,1,0, 6," ",0,0,0,0,1,0,0,0,0,0," "," "," ",0,0,0,1,5,270
 673,1,1,0,1,3,1,1,1,1,5,0,3,0,1,1,3,4,2,1,0,4,0,1,1,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,1,5,230
 674,1,1,0,1,5,1,1,1,1,1,1,1,1,1,5,1,2,1,1,0,1,1,1,7,0,19," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,269
 675,1,1,0,1,5,1,1,1,1,3,1,5,1,1,5,1,3,2,1,0,3,0,1,7,0, 4," ",0,0,0,7,0,0,0,0,0,0," "," "," ",0,0,0,5,5,185
 676,1,1,0,1,4,1,1,1,3,5,0,3,0,1,5,1,4,1,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1,400
 677,5,0,0,3,4,1,1,1,1,5,0,3,0,1,5,1,3,1,1,0,2,0,1,1,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,135
 678,5,0,0,3,4,1,1,1,1,3,5,4,1,1,1,3,5,9,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
 679,1,5,0,2,3,1,5,2,3,5,0,3,0,5,0,5,5,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 680,1,5,0,2,3,1,1,1,3,5,0,3,0,5,0,1,3,2,1,0,2,0,1,1,0, 9," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,230
 681,5,0,0,3,2,1,5,2,1,3,5,4,5,5,0,4,4,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 682,5,0,0,3,3,1,5,2,3,1,5,2,5,5,0,4,5,2,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 683,1,1,0,1,5,8,0,8,0,8,0,8,0,1,1,2,5,2,5,1,0,0,5,0,1,10," ",0,0,0,0,0,0,0,1,0,0," "," "," ",0,0,0,5,5,290
 684,1,1,0,1,5,1,1,1,1,3,5,4,3,5,0,4,5,2,1,0,2,0,1,1,0, 3," ",0,0,1,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,220
 685,1,1,0,1,4,1,5,2,3,5,0,3,0,1,3,1,5,1,5,1,0,0,5,0,7,15," ",0,0,0,0,0,0,0,0,0,7," "," "," ",0,0,0,5,5,199
 686,5,0,0,3,1,8,0,8,0,8,0,8,0,1,5,2,2,1,1,0,1,2,1,7,0,24," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,304
 687,1,1,0,1,3,1,5,2,3,5,0,3,0,1,1,3,5,2,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,400
 688,5,0,0,3,2,8,0,8,0,8,0,8,0,1,5,1,3,2,1,0,2,0,1,1,0,90," ",0,0,0,0,0,0,0,0,0,0," "," "," ",1,0,0,1,1,100
 689,1,1,0,1,5,5,0,3,0,5,0,3,0,1,5,1,2,1,1,0,1,2,1,1,0,18," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,199
 690,1,1,0,1,4,1,5,2,3,5,0,3,0,1,5,2,3,2,1,0,1,2,1,1,0,15," ",0,0,0,0,0,0,0,0,0,2," "," "," ",0,0,0,1,1,251
 691,1,1,0,1,4,1,1,1,1,3,5,4,3,1,5,2,5,2,1,0,2,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
 692,5,0,0,3,3,1,1,1,1,5,0,3,0,1,5,1,2,1,1,0,1,1,1,1,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,135
 693,5,0,0,3,5,1,1,1,3,5,0,3,0,1,3,3,4,1,5,1,0,0,5,0,7,10," ",0,0,0,0,0,0,0,2,0,0," "," "," ",0,0,0,1,5, 20
 694,5,0,0,3,4,8,0,8,0,8,0,8,0,1,3,4,5,1,5,1,0,0,5,0,1, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,135
 695,5,0,0,3,3,1,1,1,3,5,0,3,0,1,5,3,3,1,1,0,1,2,1,1,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,135
 696,5,0,0,3,4,1,5,2,3,1,5,2,3,1,5,2,3,2,1,0,2,0,1,7,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,135
 697,5,0,0,3,4,1,1,1,1,8,0,8,0,1,1,4,5,2,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
 698,1,1,0,1,3,1,1,1,5,5,0,3,0,5,0,4,5,2,1,0,4,0,1,1,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,1,5,230
 699,1,5,0,2,3,1,5,2,3,3,5,4,3,1,5,1,3,1,1,0,1,2,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,400
 700,1,5,0,2,3,1,5,2,1,3,5,4,3,5,0,3,4,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 701,5,0,0,3,4,1,1,1,3,3,1,5,1,1,5,1,2,2,1,0,1,1,1,1,0,20," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,165
 702,1,1,0,1,4,1,1,1,1,1,1,1,1,1,5,2,5,2,1,0,4,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
 703,1,1,0,1,4,1,1,1,3,1,1,1,3,1,5,2,2,3,1,0,1,2,1,7,0,10," ",0,0,0,0,0,0,0,2,0,0," "," "," ",0,0,0,5,5, 20
 704,1,1,0,1,3,8,0,8,0,3,5,4,3,1,5,1,3,1,1,0,1,2,1,7,0,10," ",0,0,0,0,0,0,0,2,0,0," "," "," ",0,0,0,1,1, 20
 705,3,0,5,4,4,1,1,1,1,1,5,2,3,1,5,1,3,1,1,0,2,0,1,1,0,22," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1, 20
 706,1,1,0,1,5,1,1,1,1,5,0,3,0,1,5,1,5,2,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 707,5,0,0,3,3,1,5,2,5,1,5,2,5,1,5,2,2,1,1,0,1,1,1,1,0, 1," ",3,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,120
 708,1,1,0,1,5,1,1,1,1,5,0,3,0,5,0,2,5,2,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
 709,5,0,0,3,3,1,5,2,3,5,0,3,0,1,3,3,5,2,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 710,1,1,0,1,3,1,5,2,3,1,5,2,5,1,3,1,2,1,1,0,2,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 711,5,0,0,3,4,1,1,1,3,5,0,3,0,1,1,2,4,2,1,0,4,0,1,1,0, 3," ",0,0,1,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,220
 712,1,1,0,1,4,1,5,2,3,5,0,3,0,5,0,4,5,1,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
 713,5,0,0,3,2,8,0,8,0,8,0,8,0,1,5,2,5,2,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 714,1,1,0,1,4,5,0,3,0,1,5,2,5,1,1,3,5,1,1,0,4,0,1,1,0, 2," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,110
 715,5,0,0,3,2,5,0,3,0,3,1,5,3,5,0,4,5,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 716,5,0,0,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,995
 717,5,0,0,3,5,1,1,1,3,5,0,3,0,1,3,3,4,2,1,0,4,0,1,1,0,14," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,290
 718,1,1,0,1,4,5,0,3,0,3,1,5,1,1,1,2,5,3,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
