CASEID,v728,v729,v730,v731,v732,v733,v734,v735,v736,v737,v738,v739,v740,v872,v873,v874,v875,v876,v877,v878,v879,v880,v881,v882,v883,v884,v885,v886,v887,v888,v889,v890,v891,v892,v893,v894,v895,v896,v897,v898,v899,v900,v901,v902,v903,v904
1389,5,0,0,3,3,5,0,3,0,5,0,3,0,1,5,2,2,1,1,0,1,2,1,1,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,135
1390,5,0,0,3,4,1,1,1,1,5,0,3,0,1,5,1,4,1,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1391,1,1,0,1,4,1,1,1,1,5,0,3,0,1,5,1,4,1,5,1,0,0,5,0,1, 1," ",2,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,121
1392,5,0,0,3,2,8,0,8,0,8,0,8,0,1,5,2,3,1,1,0,1,2,1,1,0, 6," ",0,0,0,0,1,0,0,0,0,0," "," "," ",0,0,0,1,1,270
1393,5,0,0,3,5,1,5,2,3,5,0,3,0,1,5,1,5,2,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1394,1,1,0,1,3,8,0,8,0,8,0,8,0,1,3,3,5,9,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1395,5,0,0,3,3,1,1,1,5,3,5,4,5,1,5,1,4,1,5,1,0,0,5,0,7, 1," ",4,2,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,148
1396,1,1,0,1,5,1,1,1,3,3,5,4,3,5,0,4,5,3,1,0,4,0,1,3,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,3,0,1,0,503
1397,5,0,0,3,5,8,0,8,0,8,0,8,0,1,5,2,5,1,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1398,1,1,0,1,5,5,0,3,0,5,0,3,0,5,0,4,5,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1399,5,0,0,3,5,8,0,8,0,8,0,8,0,1,1,5,5,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1400,1,1,0,1,5,1,5,2,1,1,5,2,5,1,3,1,5,2,5,1,0,0,5,0,1, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,5,5,230
1401,5,0,0,3,5,1,1,1,1,3,1,5,1,5,0,5,5,2,5,1,0,0,5,0,1, 4," ",0,0,0,8,0,0,0,0,0,0," "," "," ",0,0,0,5,5,249
1402,3,0,5,4,4,8,0,8,0,8,0,8,0,1,5,1,3,2,1,0,1,2,1,1,0,90," ",0,0,0,0,0,0,0,0,0,0," "," "," ",1,0,0,1,5,301
1403,1,1,0,1,3,8,0,8,0,8,0,8,0,5,0,5,5,8,1,0,4,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
1404,1,1,0,1,4,1,5,2,5,5,0,3,0,1,3,2,5,2,1,0,3,0,1,1,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,5,5,230
1405,5,0,0,3,3,1,1,1,3,5,0,3,0,1,5,1,4,1,1,0,1,1,1,1,0,10," ",0,0,0,0,0,0,0,7,0,0," "," "," ",0,0,0,1,1, 20
1406,1,1,0,1,4,1,1,1,3,3,5,4,3,1,3,2,5,2,1,0,4,0,1,7,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,5,5,230
1407,5,0,0,3,4,1,1,1,1,1,1,1,1,1,5,1,2,1,1,0,1,2,1,7,0,30," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,0,724
1408,5,0,0,3,4,1,1,1,1,5,0,3,0,5,0,4,5,2,1,0,4,0,1,7,0, 1," ",8,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,149
1409,1,5,0,2,4,1,1,1,3,1,5,2,5,1,3,1,2,1,1,0,1,1,1,1,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,135
1410,1,1,0,1,4,1,1,1,3,3,5,4,5,1,5,1,3,1,1,0,1,2,1,7,0,19," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,255
1411,5,0,0,3,3,1,5,2,1,5,0,3,0,1,5,1,3,2,1,0,1,2,1,1,0,12," ",0,0,0,0,0,0,0,0,1,0," "," "," ",0,0,0,1,1,292
1412,1,5,0,2,2,8,0,8,0,5,0,3,0,1,1,1,2,1,5,1,0,0,5,0,1, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,135
1413,5,0,0,3,3,1,1,1,3,3,1,5,3,1,5,1,4,2,1,0,1,1,1,1,0, 3," ",0,0,2,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,221
1414,5,0,0,3,3,5,0,3,0,5,0,3,0,1,5,1,4,2,1,0,3,0,1,7,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,135
1415,5,0,0,3,3,1,1,1,3,3,1,5,3,1,1,1,4,2,1,0,1,1,1,7,0, 1," ",7,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,149
1416,5,0,0,3,3,5,0,3,0,5,0,3,0,1,1,4,5,2,1,0,5,0,5,0,7,90," ",0,0,0,0,0,0,0,0,0,0," "," "," ",1,0,0,5,5, 99
1417,5,0,0,3,3,1,1,1,3,5,0,3,0,1,3,3,4,1,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,400
1418,5,0,0,3,2,1,1,1,3,3,1,5,3,1,3,3,4,2,5,1,0,0,5,0,1, 1," ",4,2,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1,148
1419,3,0,1,5,5,1,1,1,1,3,1,5,3,1,3,3,5,2,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1420,1,1,0,1,4,1,1,1,3,3,1,5,1,1,5,2,3,2,1,0,2,0,1,1,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,1,5,230
1421,5,0,0,3,4,1,1,1,3,5,0,3,0,1,1,3,5,1,1,0,2,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1422,5,0,0,3,4,1,1,1,3,5,0,3,0,1,5,1,1,1,1,0,1,1,1,7,0, 1," ",4,2,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1,148
1423,1,1,0,1,4,1,1,1,3,3,1,5,3,5,0,5,5,3,5,1,0,0,5,0,3, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,7,5,0,500
1424,1,1,0,1,4,5,0,3,0,1,5,2,3,1,5,2,4,2,1,0,3,0,1,1,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,1,1,230
1425,1,5,0,2,4,1,1,1,3,3,5,4,3,1,5,1,3,2,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1426,1,1,0,1,4,1,1,1,3,8,0,8,0,1,3,2,4,2,1,0,3,0,1,7,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,135
1427,5,0,0,3,4,1,1,1,1,5,0,3,0,1,5,1,4,1,1,0,4,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1428,5,0,0,3,4,5,0,3,0,5,0,3,0,1,5,1,1,1,1,0,1,2,1,1,0, 1," ",7,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,147
1429,5,0,0,3,3,1,5,2,3,5,0,3,0,1,3,3,4,2,1,0,3,0,1,1,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,135
1430,1,5,0,2,3,5,0,3,0,5,0,3,0,1,5,1,1,1,1,0,1,2,1,7,0,23," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,301
1431,3,0,5,4,4,1,1,1,3,5,0,3,0,5,0,4,4,2,5,1,0,0,5,0,7,23," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,301
1432,1,1,0,1,2,5,0,3,0,1,5,2,3,1,1,4,4,2,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1433,3,0,5,4,5,8,0,8,0,8,0,8,0,5,0,7,5,2,1,0,4,0,1,7,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,135
1434,5,0,0,3,4,8,0,8,0,8,0,8,0,1,5,1,4,1,5,1,0,0,5,0,1, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,135
1435,5,0,0,3,5,8,0,8,0,1,5,2,3,1,5,2,5,2,5,1,0,0,5,0,1, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,135
1436,1,1,0,1,4,1,1,1,3,8,0,8,0,1,1,2,5,8,1,0,4,0,1,1,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,135
1437,5,0,0,3,5,1,5,2,5,5,0,3,0,5,0,4,4,2,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1438,5,0,0,3,2,1,1,1,1,5,0,3,0,1,5,1,2,1,1,0,1,1,1,1,0, 1," ",7,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,149
1439,3,0,1,5,4,1,1,1,1,3,5,4,1,1,3,2,4,2,1,0,2,0,1,1,0, 6," ",0,0,0,0,8,0,0,0,0,0," "," "," ",0,0,0,1,1,279
1440,1,1,0,1,4,1,1,1,1,8,0,8,0,1,5,1,4,1,1,0,2,0,1,1,0,19," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,269
1441,1,1,0,1,4,1,1,1,1,8,0,8,0,1,1,1,4,2,1,0,2,0,1,7,0,90," ",0,0,0,0,0,0,0,0,0,0," "," "," ",1,0,0,1,1, 20
1442,1,1,0,1,5,1,1,1,1,1,5,2,1,1,5,1,2,1,1,0,1,2,1,1,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,135
1443,5,0,0,3,4,5,0,3,0,5,0,3,0,1,5,1,3,1,1,0,1,1,1,1,0, 1," ",2,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,121
1444,5,0,0,3,3,1,5,2,3,5,0,3,0,1,5,1,3,1,1,0,1,2,1,1,0,19," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,269
1445,5,0,0,3,3,8,0,8,0,8,0,8,0,1,3,3,5,2,1,0,2,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1446,3,0,1,5,2,1,5,2,5,1,5,2,5,1,5,1,2,2,1,0,2,0,1,1,0,18," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,199
1447,1,1,0,1,4,1,5,2,3,3,5,4,5,1,5,1,4,2,5,1,0,0,5,0,7,90," ",0,0,0,0,0,0,0,0,0,0," "," "," ",5,0,0,1,0,750
1448,1,1,0,1,5,5,0,3,0,1,5,2,3,1,3,1,3,2,1,0,3,0,1,1,0,90," ",0,0,0,0,0,0,0,0,0,0," "," "," ",1,0,0,1,1,182
1449,1,5,0,2,4,1,1,1,3,5,0,3,0,1,3,2,5,2,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
1450,1,1,0,1,4,1,5,2,3,1,5,2,5,1,5,4,4,2,1,0,4,0,1,1,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,135
1451,1,1,0,1,4,1,5,2,3,5,0,3,0,1,3,1,4,2,1,0,1,1,1,1,0, 3," ",0,0,1,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,220
1452,1,1,0,1,4,8,0,8,0,8,0,8,0,1,3,4,4,2,1,0,4,0,1,7,0, 1," ",4,1,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,149
1453,5,0,0,3,4,1,5,2,3,5,0,3,0,1,5,3,4,2,1,0,4,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1,400
1454,3,0,5,4,4,8,0,8,0,3,5,4,3,1,5,3,4,1,1,0,4,0,1,1,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1,135
1455,1,1,0,1,4,1,1,1,1,5,0,3,0,5,0,4,5,3,5,1,0,0,5,0,1,22," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5, 20
1456,5,0,0,3,3,5,0,3,0,5,0,3,0,1,3,4,5,1,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
1457,1,5,0,2,4,1,5,2,3,5,0,3,0,5,0,4,5,3,1,0,4,0,1,1,0, 6," ",0,0,0,0,1,0,0,0,0,0," "," "," ",0,0,0,1,5,270
1458,1,1,0,1,5,1,5,2,1,5,0,3,0,1,5,3,5,2,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1459,5,0,0,3,3,1,5,2,5,5,0,3,0,5,0,4,5,3,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
1460,5,0,0,3,5,1,1,1,1,5,0,3,0,1,3,3,7,1,1,0,3,0,1,1,0, 1," ",2,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,121
1461,5,0,0,3,4,1,1,1,3,5,0,3,0,1,5,1,2,1,1,0,3,0,1,7,0,19," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,269
1462,1,1,0,1,4,1,5,2,5,5,0,3,0,1,5,3,4,2,1,0,3,0,1,7,0, 6," ",0,0,0,0,1,0,0,0,0,0," "," "," ",0,0,0,1,1,270
1463,1,1,0,1,4,8,0,8,0,8,0,8,0,1,5,1,7,7,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1464,1,1,0,1,5,5,0,3,0,5,0,3,0,1,3,7,7,1,1,0,3,0,1,1,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,135
1465,1,1,0,1,5,1,5,2,3,5,0,3,0,1,5,2,4,2,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1466,5,0,0,3,4,1,1,1,3,5,0,3,0,1,5,2,4,2,5,1,0,0,5,0,1, 3," ",0,0,1,0,0,0,0,0,0,0," "," "," ",0,0,0,5,8,220
1467,5,0,0,3,4,1,1,1,1,5,0,3,0,1,5,1,5,2,1,0,4,0,1,7,0,22," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5, 20
1468,1,1,0,1,4,1,1,1,1,5,0,3,0,5,0,5,5,3,5,1,0,0,5,0,3, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,3,5,0,500
1469,5,0,0,3,4,5,0,3,0,5,0,3,0,1,3,2,5,2,1,0,2,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
1470,1,1,0,1,5,1,1,1,3,1,1,1,3,1,1,7,5,2,5,1,0,0,5,0,1, 1," ",4,2,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1,148
1471,3,0,1,5,5,1,1,1,5,5,0,3,0,1,3,3,4,2,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1472,5,0,0,3,2,1,5,2,5,8,0,8,0,1,1,3,4,2,5,1,0,0,5,0,1, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1,135
1473,1,5,0,2,4,1,1,1,3,1,1,1,1,1,5,1,3,2,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1,400
1474,1,1,0,1,3,5,0,3,0,5,0,3,0,5,0,2,4,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1475,1,1,0,1,5,1,5,2,5,1,1,1,1,1,5,3,4,1,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,400
1476,3,0,5,4,4,1,5,2,3,5,0,3,0,5,0,4,5,2,5,1,0,0,5,0,7,10," ",0,0,0,0,0,0,0,2,0,0," "," "," ",0,0,0,5,5, 20
1477,1,1,0,1,3,1,1,1,5,5,0,3,0,1,3,2,5,2,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1478,1,1,0,1,4,1,1,1,5,1,1,1,5,1,5,1,3,1,1,0,1,2,1,7,0,10," ",0,0,0,0,0,0,0,7,0,0," "," "," ",0,0,0,1,1, 20
1479,5,0,0,3,3,1,5,2,5,5,0,3,0,1,1,1,4,2,1,0,2,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
1480,5,0,0,3,3,1,1,1,3,5,0,3,0,1,3,2,4,1,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1481,5,0,0,3,4,1,5,2,3,5,0,3,0,1,1,4,5,2,1,0,4,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
1482,5,0,0,3,4,5,0,3,0,1,1,1,1,1,5,2,5,1,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1483,5,0,0,3,4,1,5,2,1,5,0,3,0,1,5,2,4,1,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1484,1,1,0,1,4,1,1,1,3,5,0,3,0,1,5,1,3,1,1,0,1,1,1,7,0, 4," ",0,0,0,2,0,0,0,0,0,0," "," "," ",0,0,0,1,1,231
1485,1,1,0,1,3,5,0,3,0,1,5,2,5,1,5,1,2,1,1,0,1,1,1,7,0,10," ",0,0,0,0,0,0,0,1,0,0," "," "," ",0,0,0,1,1,290
1486,1,1,0,1,3,1,1,1,5,1,1,1,5,1,5,1,3,2,1,0,3,0,1,7,0, 1," ",4,2,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,148
1487,1,1,0,1,4,1,1,1,1,1,1,1,5,5,0,7,7,3,1,0,4,0,1,1,0, 2," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,110
1488,1,5,0,2,3,1,5,2,3,3,1,5,3,1,3,2,4,2,1,0,2,0,1,1,0, 2," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,110
1489,1,1,0,1,4,1,5,2,5,3,5,4,3,5,0,4,5,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1490,5,0,0,3,4,1,5,2,3,5,0,3,0,1,3,2,5,2,1,0,2,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1491,1,1,0,1,4,8,0,8,0,8,0,8,0,1,5,1,2,2,1,0,1,1,1,7,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,5,5,230
1492,1,1,0,1,4,5,0,3,0,5,0,3,0,1,1,3,5,2,1,0,4,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
1493,1,1,0,1,5,1,5,2,3,8,0,8,0,1,1,2,5,3,1,0,4,0,1,7,0, 3," ",0,0,8,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,229
1494,3,0,5,4,3,1,5,2,3,5,0,3,0,5,0,4,4,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1495,1,1,0,1,4,5,0,3,0,5,0,3,0,1,5,2,3,2,1,0,1,1,1,7,0,25," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,301
1496,3,0,5,4,3,8,0,8,0,8,0,8,0,1,5,2,3,1,1,0,2,0,1,7,0, 1," ",7,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1,149
1497,1,1,0,1,4,1,1,1,3,5,0,3,0,5,0,5,5,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1498,5,0,0,3,3,1,5,2,3,1,1,1,3,1,3,4,5,3,1,0,4,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
1499,1,1,0,1,3,1,5,2,3,3,5,4,3,1,3,3,4,2,1,0,3,0,1,7,0, 2," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,110
1500,1,1,0,1,4,8,0,8,0,8,0,8,0,1,3,3,4,2,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1501,5,0,0,3,5,1,1,1,1,5,0,3,0,1,5,1,2,1,1,0,1,1,1,1,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,135
1502,1,1,0,1,3,1,5,2,1,5,0,3,0,1,5,2,3,2,1,0,1,2,1,1,0,90," ",0,0,0,0,0,0,0,0,0,0," "," "," ",1,0,0,1,1,162
1503,1,1,0,1,4,1,5,2,3,3,5,4,3,1,3,2,4,2,1,0,2,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1504,1,1,0,1,3,5,0,3,0,5,0,3,0,1,3,2,3,1,1,0,3,0,1,1,0,90," ",0,0,0,0,0,0,0,0,0,0," "," "," ",1,0,0,1,1,301
1505,1,1,0,1,4,1,5,2,3,5,0,3,0,1,3,4,5,3,1,0,3,0,1,3,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,3,0,1,0,503
1506,5,0,0,3,3,1,1,1,1,5,0,3,0,5,0,5,5,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1507,1,1,0,1,3,1,1,1,1,3,1,5,1,5,0,5,5,3,1,0,4,0,1,1,0,17," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,150
1508,1,1,0,1,3,1,1,1,1,5,0,3,0,1,5,1,3,1,1,0,3,0,1,7,0,19," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,255
1509,1,1,0,1,3,8,0,8,0,8,0,8,0,1,1,4,7,2,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
1510,5,0,0,3,2,1,1,1,1,5,0,3,0,1,1,1,4,2,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1511,1,1,0,1,5,1,1,1,1,3,5,4,3,1,5,1,5,3,1,0,4,0,1,3,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,3,0,1,0,503
1512,1,1,0,1,5,1,5,2,5,5,0,3,0,1,1,5,5,1,1,0,4,0,1,3,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,2,0,1,0,502
1513,1,1,0,1,5,1,1,1,1,1,5,2,5,5,0,1,5,2,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1514,1,1,0,1,2,1,5,2,3,3,1,5,5,1,1,4,5,2,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1515,1,1,0,1,4,1,1,1,1,5,0,3,0,5,0,4,5,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1516,5,0,0,3,4,1,1,1,1,5,0,3,0,1,3,1,1,1,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1517,5,0,0,3,4,1,1,1,1,8,0,8,0,1,5,1,1,1,1,0,1,2,1,7,0,23," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,301
1518,1,1,0,1,5,5,0,3,0,5,0,3,0,1,5,1,4,2,1,0,1,2,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1519,1,1,0,1,5,1,5,2,5,3,5,4,5,1,5,3,4,2,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1520,1,1,0,1,5,1,1,1,1,3,1,5,1,1,1,4,4,2,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1521,5,0,0,3,2,1,1,1,3,5,0,3,0,5,0,5,5,2,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
1522,1,1,0,1,5,1,5,2,3,1,5,2,5,5,0,5,5,3,5,1,0,0,5,0,3, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,7,5,0,500
1523,1,1,0,1,4,1,1,1,1,5,0,3,0,1,3,2,5,2,1,0,2,0,1,1,0, 3," ",0,0,1,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,220
1524,1,1,0,1,2,8,0,8,0,8,0,8,0,1,5,2,4,2,1,0,1,2,1,1,0, 3," ",0,0,1,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,220
1525,1,1,0,1,4,5,0,3,0,1,5,2,3,1,3,1,5,3,1,0,1,2,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
1526,1,5,0,2,3,8,0,8,0,8,0,8,0,5,0,4,5,2,1,0,4,0,1,3,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,3,0,5,0,503
1527,5,0,0,3,4,1,1,1,1,5,0,3,0,1,5,1,4,2,1,0,2,0,1,1,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,1,5,230
1528,1,5,0,2,2,1,1,1,5,5,0,3,0,5,0,4,4,3,1,0,4,0,1,7,0,90," ",0,0,0,0,0,0,0,0,0,0," "," "," ",1,0,0,1,5,600
1529,1,1,0,1,4,1,1,1,1,5,0,3,0,1,5,1,4,1,5,1,0,0,5,0,1, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,5,1,230
1530,1,5,0,2,3,1,1,1,3,5,0,3,0,5,0,4,4,2,1,0,4,0,1,1,0,10," ",0,0,0,0,0,0,0,2,0,0," "," "," ",0,0,0,1,5, 20
1531,1,5,0,2,4,1,1,1,1,5,0,3,0,1,1,5,5,2,5,1,0,0,5,0,1,13," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,150
1532,1,1,0,1,4,1,1,1,1,3,1,5,1,1,5,2,3,1,1,0,2,0,1,1,0, 1," ",4,2,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,148
